objectid;facilityid;legacyid;location;depthus;depthds;height;invertus;invertds;diameter;width;modifydate;material;form;pslope;adminarea;shape_len;operationalarea;owner
35677;EC_17;EC_17;;;;12;339.48001;339.04998;;13;2011-05-30 15:22:19+00:00;UNKNOWN;BOX;0.60194823;City;71.95074107;Ellerbe Creek;DOT-ROW
35676;EC_16;EC_16;;;;10;338.67999;338.42999;;12;2011-05-30 15:22:19+00:00;UNKNOWN;BOX;0.21754629;City;199.0235918;Ellerbe Creek;DOT-ROW
10675;18001-PP1;43B.59-PP1;NEW ROAD HICKORY GLEN SUBDIVISION;6.69999;6.69999;6.59999;306.92999;306.14999;;8;2007-11-07 17:15:38+00:00;METAL-CORRUGATED;ARCH;0.751;City;103.7457223;Little Lick Creek;CITY-ROW
34622;43582-PP1;DC.987-PP1;STONEYBROOK DR. AND CROASDAILE FARM PKWY.;7;7;6;392.88;393.1;72;;2000-09-01 01:38:00+00:00;METAL-CORRUGATED;CIRCULAR;-0.6;City;36.6706872;Eno River;PRIVATE
8290;08650-PP1;27X.3115-PP1;EXECUTIVE PARK NC54 & NC55;12;5;5;;254.97999;60;;2006-06-23 18:35:46+00:00;METAL-CORRUGATED;CIRCULAR;;City;188.9326234;Northeast Creek;PRIVATE
8719;14152-PP2;38X.3215-PP2;SOUTHPOINT MALL;22.9;6.9;5;288.6;292.85;60;;2006-09-06 17:43:01+00:00;METAL-CORRUGATED;CIRCULAR;-1.743;City;243.7484082;New Hope Creek;PRIVATE
34966;48217-PP1;X.10-PP1;GTE 4100 ROXBORO ST;;10;5;;375.79;60;;2010-03-01 15:22:12+00:00;CONCRETE;CIRCULAR;;City;6.603544503;Eno River;DOT-ROW
35365;45661-PP1;JP.160-PP1;GTE 4100 ROXBORO ST;10.5;12;5;375.29;371.79;60;;2010-03-01 15:22:12+00:00;CONCRETE;CIRCULAR;2.153;City;162.5427073;Eno River;DOT-ROW/PRIVATE
3216;16012-PP1;410A.192-PP1;NICHOLS FARM RD NEAR SOUTHSHORE PKWY;4.59999;4.59999;4.5;293.89999;294.14999;54;;2011-04-20 19:41:56+00:00;METAL-CORRUGATED;CIRCULAR;-0.171;City;145.0670031;Little Lick Creek;CITY-ROW
3361;07147-PP1;22D.807-PP1;PARKING LOT ON CORNER OF HUNT ST. AND FOSTER ST.;12.69999;13.69999;4.5;340.6;342.75;;5;2006-10-24 19:01:15+00:00;CONCRETE;BOX;-6.454;City;33.31637735;Ellerbe Creek;PRIVATE
9317;12392-PP1;36C.295-PP1;SHADY CREEK DR & ROXBORO ST;5.5;8.89999;4.5;247.25;247.02;54;;2002-09-17 12:34:54+00:00;CONCRETE;CIRCULAR;1.47;City;15.63965473;Third Fork Creek;PRIVATE
10647;22356-PP1;47E.370-PP1;DURHAM FREEWAY;9.89999;5;4.5;352.14001;350.02999;54;;2002-07-16 11:58:49+00:00;CONCRETE;CIRCULAR;2.026;City;104.0946286;Northeast Creek;DOT-ROW
7701;00672-PP1;111B.338-PP1;SWABIA CT & EMPEROR BD;;11.69999;4.5;;339.39999;60;;2010-01-08 16:05:31+00:00;CONCRETE;CIRCULAR;;City;38.83352289;Stirrup Iron Creek;DOT-ROW/PRIVATE
8406;02501-PP1;15B.32-PP1;UNIVERSITY + ARNOLD;5.9;;4.19999;334.57998;334.48001;;4.5;2013-03-06 15:38:14+00:00;CONCRETE;BOX;0.215;City;176.2504005;Third Fork Creek;DOT-ROW
8490;08535-PP1;26D.495-PP1;GEO KING RD & NC54;5.69999;;4;232.52999;;48;;2010-02-11 08:19:58+00:00;CONCRETE;CIRCULAR;;City;111.6352476;Little Creek;DOT-ROW
8039;18217-PP1;43F.63-PP1;NORTH DURHAM WATER REC. FAC.;9.8;7.69999;4;274.89999;274.01998;48;;2001-09-20 17:53:10+00:00;CONCRETE;CIRCULAR;0.765;City;115.0837664;Ellerbe Creek;CITY
9755;11817-PP1;34C.293-PP1;3200 MARYWOOD;4;4;4;383.67999;379.57998;48;;2009-04-02 20:08:37+00:00;METAL-CORRUGATED;CIRCULAR;4.19;City;97.84481846;Eno River;CITY-ROW
10663;13805-PP1;38E.1366-PP1;GRANDOVER RD;5.4;7.09999;4;271.75;271.33999;48;;2002-11-27 08:50:09+00:00;CONCRETE;CIRCULAR;0.696;City;58.804249;Northeast Creek;PRIVATE
33864;41540-PP1;92D.17-PP1;MORNING GLORY AVE AND BELT ST;;5;4;;353.48999;42;;2011-08-10 18:19:58+00:00;CONCRETE;CIRCULAR;;City;114.406051;Ellerbe Creek;PRIVATE
34646;00932-PP1;12D.3-PP1;TAYLOR + ELM ST;4.8;4.8;4;347.64001;347.23001;48;;2006-06-20 13:28:59+00:00;CONCRETE;CIRCULAR;1.009;City;40.5123438;Ellerbe Creek;PRIVATE
3106;00749-PP1;111B.415-PP1;4326 SURLES CT;9.89999;4.09999;3.5;345.22;329.79;42;;2001-11-20 15:25:15+00:00;CONCRETE;CIRCULAR;9.251;City;166.7800192;Stirrup Iron Creek;PRIVATE
3294;01033-PP1;13D.62-PP1;ANGIER AVE 2000;6.69999;7;3.5;379.79998;380.17999;;4;2010-04-01 15:40:59+00:00;CONCRETE;BOX;-4.213;City;9.015985803;Ellerbe Creek;DOT-ROW
8428;12402-PP1;36C.305-PP1;ABBEY PL & BARCELONA AV;6;6.19999;3.5;260.61999;260.36999;42;;2002-07-30 10:49:56+00:00;CONCRETE;CIRCULAR;0.745;City;33.51458488;Third Fork Creek;CITY-ROW
7998;15502-PP1;39A.586-PP1;HWY 147 @ 15-501;3.59999;10.3;3.5;384.77999;374.25;42;;2007-11-16 17:29:37+00:00;METAL-CORRUGATED;CIRCULAR;5.248;City;200.6100297;Sandy Creek;DOT-ROW
8231;02951-PP1;15B.502-PP1;KINGS PARK COMMUNITY;7.69999;11.19999;3.5;284.92001;280.64999;42;;2013-02-28 16:16:44+00:00;METAL-CORRUGATED;CIRCULAR;1.291;City;330.4686276;Third Fork Creek;PRIVATE
9722;16581-PP1;411B.593-PP1;PARLIAMENT CT & SLATER RD;10.39999;13.5;3.5;362.48001;360.85998;42;;2003-03-12 09:16:08+00:00;CONCRETE;CIRCULAR;0.832;City;194.5646723;Stirrup Iron Creek;PRIVATE
9268;11832-PP1;34D.3313-PP1;APTS OFF RIPPLING STREAM RD;7.8;4.8;3.5;282.52999;278.98001;42;;2002-04-30 17:40:20+00:00;CONCRETE;CIRCULAR;3.739;City;94.93129568;Eno River;PRIVATE
9878;14141-PP1;38X.3204-PP1;SOUTHPOINT MALL;6;6.69999;3.5;292.92001;292.32;42;;2002-10-11 12:44:15+00:00;METAL-CORRUGATED;CIRCULAR;0.824;City;72.84855867;New Hope Creek;PRIVATE
9027;14167-PP1;38X.3230-PP1;SOUTHPOINT MALL @ SEARS AUTO CTR;10.5;9.5;3.5;273.42001;273.02999;42;;2006-09-06 17:43:01+00:00;CONCRETE;CIRCULAR;0.752;City;51.8436351;New Hope Creek;PRIVATE
9091;11636-PP1;34C.87-PP1;WEST SIDE RIVERSIDE HIGH SCHOOL;6.5;7.59999;3.5;404.98999;404.20001;42;;2012-03-29 14:08:40+00:00;CONCRETE;CIRCULAR;0.62;City;127.1887829;Eno River;COUNTY
10624;08776-PP1;29X.3102-PP1;CAMBRIDGE & PICKETT;3.79999;3.79999;3.5;281.04;280.94;42;;2002-12-20 14:01:11+00:00;CONCRETE;CIRCULAR;0.374;City;26.70234447;New Hope Creek;PRIVATE
10740;25529-PP1;53C.363-PP1;THE VILLAGE SHOPPING CENTER;5.5;5.69999;3.5;319.95999;319.82;42;;2007-02-02 18:06:19+00:00;CONCRETE;CIRCULAR;2.845;City;4.908818595;Ellerbe Creek;PRIVATE
10741;25530-PP1;53C.364-PP1;THE VILLAGE SHOPPING CENTER;5.69999;;3.5;;;42;;2007-02-02 18:06:19+00:00;CONCRETE;CIRCULAR;;City;114.6227102;Ellerbe Creek;PRIVATE
33624;41970-PP1;94X.5103-PP1;OPEN AIR CAMP RD & GUESS RD;3.9;3.9;3.5;369.01;366.85;42;;2012-04-09 16:25:32+00:00;CONCRETE;CIRCULAR;2.662;City;81.14039253;Eno River;DOT-ROW/PRIVATE
33721;41520-PP1;911F.1162-PP1;MIAMI & GENERAL ELECTRIC;4.3;8.5;3.5;358.26;354.20001;42;;2003-03-17 14:40:10+00:00;CONCRETE;CIRCULAR;1.453;City;279.2393391;Stirrup Iron Creek;PRIVATE
34940;45529-PP1;JP.14-PP1;3202 SHAFTSBURY ST;4.9;4.8;3.5;383.63;382.79998;42;;2000-09-01 01:41:00+00:00;CONCRETE;CIRCULAR;0.481;City;172.341112;Eno River;CITY-ROW
2916;00557-PP1;111B.223-PP1;PAGE RD & CREEKSTONE DR;8.69999;;3;359.51;;36;;2014-08-03 19:03:43+00:00;CONCRETE;CIRCULAR;;City;131.1541418;Stirrup Iron Creek;PRIVATE
2924;00565-PP1;111B.231-PP1;4819 EMPEROR BD;5.3;7.5;3;368.01998;366.97;36;;2003-03-13 12:23:14+00:00;CONCRETE;CIRCULAR;4.036;City;26.00649534;Stirrup Iron Creek;PRIVATE
2985;07817-PP1;25C.639-PP1;3321 LASSITER RD;5.9;5.09999;3;338.27999;335.33999;36;;2002-06-20 17:47:15+00:00;CONCRETE;CIRCULAR;1.073;City;273.7988541;Third Fork Creek;CITY-ROW
3000;05054-PP1;18B.340-PP1;TALL OAKS + COBBLE GLEN;4.19999;3.4;3;307.26998;307.01998;36;;2002-10-22 15:56:10+00:00;CONCRETE;CIRCULAR;2.087;City;11.9757839;Third Fork Creek;PRIVATE
3054;00388-PP1;111B.52-PP1;ROYCROFT DR & CENTRAL PARK DR;7.4;7.4;3;384.23999;381.30999;36;;2010-09-01 17:52:19+00:00;CONCRETE;CIRCULAR;2.848;City;102.861854;Stirrup Iron Creek;PRIVATE
3075;18466-PP1;43X.5223-PP1;RAILYARD @ ANGIER AVE & END ST;3.7;3.09999;3;387.98999;386.39001;36;;2002-06-06 17:10:00+00:00;METAL-CORRUGATED;CIRCULAR;1.324;City;120.883472;Third Fork Creek;PRIVATE
8364;13001-PP1;37A.204-PP1;4900 ALSTON AV;3;3.7;3;272.45001;270.98999;36;;2002-07-16 11:59:37+00:00;METAL-CORRUGATED;CIRCULAR;1.774;City;82.281298;Northeast Creek;PRIVATE
8387;08668-PP2;27X.3133-PP2;NC 55 & ODYSSEY (RR TRACKS);;3;3;;281.23001;36;;2011-04-29 19:13:22+00:00;METAL-CORRUGATED;CIRCULAR;;City;28.66347153;Northeast Creek;CITY-ROW
8389;16784-PP1;411B.797-PP1;1015 SWABIA CT;3.4;3.4;3;371.13;370.73001;36;;2001-11-20 14:49:02+00:00;CONCRETE;CIRCULAR;0.529;City;75.4286842;Stirrup Iron Creek;PRIVATE
8399;02778-PP1;15B.322-PP1;SOUTHERN BOUNDARIES PARK;3.29999;3.29999;3;272.69;271.89999;36;;2002-06-20 17:50:26+00:00;CONCRETE;CIRCULAR;0.625;City;126.4385803;Third Fork Creek;CITY
8525;39121-PP1;79D.489-PP1;15-501 & NEW MOUNT MORIAH;9;3.4;3;279.91;275.54998;36;;2002-09-11 15:29:39+00:00;CONCRETE;CIRCULAR;8.648;City;50.39604052;New Hope Creek;PRIVATE
10069;11235-PP1;33C.1089-PP1;320 MULDEE ST;3.4;3.29999;3;360.48999;359.13;36;;2013-01-04 13:33:31+00:00;CONCRETE;CIRCULAR;2.782;City;48.86293585;Ellerbe Creek;DOT-ROW
10592;11982-PP1;34X.5431-PP1;OPEN AIR CAMP RD & GUESS RD;6.09999;6.09999;3;378.67001;377.67999;36;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;2.862;City;34.58314329;Eno River;DOT-ROW
10593;11983-PP1;34X.5432-PP1;4617 GUESS RD;7.5;6;3;383.11999;378.76998;36;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;2.407;City;180.7139535;Eno River;DOT-ROW
7986;00944-PP1;12D.16-PP1;OAKWOOD+PRIMITIVE AVE;3.4;12;3;360.27999;355.41;36;;2001-07-20 11:45:53+00:00;CONCRETE;CIRCULAR;23.514;City;20.70418557;Ellerbe Creek;PRIVATE
8087;12157-PP1;36C.49-PP1;4106 TROTTER RIDGE RD;;9.5;3;;261.94;36;;2002-12-13 14:55:58+00:00;CONCRETE;CIRCULAR;;City;53.55650567;New Hope Creek;PRIVATE
8089;12158-PP1;36C.50-PP1;4106 TROTTER RIDGE RD;9.6;10.8;3;261.83999;259.82998;36;;2002-07-30 10:51:06+00:00;CONCRETE;CIRCULAR;1.946;City;103.3129169;New Hope Creek;CITY-ROW
8104;06585-PP1;22D.144-PP1;SOUTH ELM ST. AND WALKER ST.;9;;3;379.48999;;36;;2002-08-14 10:08:01+00:00;CONCRETE;CIRCULAR;;City;57.78863643;Ellerbe Creek;CITY-ROW
8148;01631-PP1;14A.1174-PP1;REIGAL WOOD+STACY;3.5;3.5;3;399.76;398.72;36;;2011-12-28 11:25:20+00:00;CONCRETE;CIRCULAR;1.703;City;61.05753434;Eno River;CITY-ROW
8171;07308-PP1;25C.111-PP1;WOODBURN RD. AND HEATH PL.;12.89999;13;3;313.64001;313.19;36;;2002-06-25 16:50:22+00:00;CONCRETE;CIRCULAR;1.033;City;43.49859883;Sandy Creek;CITY-ROW
8207;02533-PP1;15B.69-PP1;KAMIS + STANFORD;5;5.3;3;318.64999;319.1;36;;2002-06-20 17:51:24+00:00;CONCRETE;CIRCULAR;-3.652;City;12.31805585;Third Fork Creek;CITY-ROW
9441;13249-PP1;37A.458-PP1;4364 ALSTON AV;3.29999;4.4;3;275.85;275.92999;36;;2010-01-19 08:17:28+00:00;CONCRETE;CIRCULAR;-0.182;City;43.8369707;Northeast Creek;DOT-ROW
9582;09137-PP1;29X.3489-PP1;RESEARCH BLDGS RESEARCH DR;11.3;10.39999;3;360.94;359.05999;36;;2011-12-15 16:59:13+00:00;CONCRETE;CIRCULAR;1.398;City;134.5089294;Sandy Creek;PRIVATE
9601;08728-PP1;29X.3051-PP1;NEW CONSTRUCTION OFF OF SUGAR PINE;8.69999;9;3;260.41;252.88999;36;;2002-11-07 17:45:16+00:00;CONCRETE;CIRCULAR;10.873;City;77.01529264;New Hope Creek;CITY-ROW
9721;16580-PP1;411B.592-PP1;PARLIAMENT CT & SLATER RD;10.1;10.1;3;363.73999;362.77999;36;;2002-08-13 18:36:39+00:00;CONCRETE;CIRCULAR;1.243;City;77.26265463;Stirrup Iron Creek;PRIVATE
9762;11583-PP1;34C.34-PP1;3220 WILDERNESS RD;7.3;8.8;3;394.92999;393.64999;36;;2010-05-18 16:42:23+00:00;CONCRETE;CIRCULAR;4.58;City;27.93757506;Eno River;CITY-ROW
9767;11552-PP1;34C.3-PP1;3216 DEERCHASE WYND;10.39999;19.89999;3;384.20999;378.27999;36;;2002-03-18 14:15:04+00:00;CONCRETE;CIRCULAR;8.652;City;68.52336609;Eno River;PRIVATE
9166;10851-PP1;33B.388-PP1;710 CHANCE RD;3.4;7.4;3;321.75;320.04998;36;;2001-09-20 18:52:55+00:00;CONCRETE;CIRCULAR;2.301;City;73.86665892;Little Lick Creek;PRIVATE
9279;12055-PP1;34X.5505-PP1;14 WOODCLIFF CR;3.2;3;3;341.70999;330.75;36;;2002-06-03 17:44:31+00:00;METAL-CORRUGATED;CIRCULAR;8.972;City;122.1580108;Eno River;PRIVATE
9392;11734-PP1;34C.210-PP1;VICTORY BD & GUESS RD;5;6.8;3;311.72;310.368;36;;2012-03-23 14:47:34+00:00;CONCRETE;CIRCULAR;4.05300945;City;33.35792859;Eno River;CITY-ROW
9836;13008-PP1;37A.211-PP1;4900 ALSTON AV;5.09999;3;3;266.32;265.54;36;;2002-07-16 11:59:36+00:00;METAL-CORRUGATED;CIRCULAR;1.252;City;62.27621215;Northeast Creek;PRIVATE
8871;02734-PP1;15B.277-PP1;2702 SHOREHAM ST;3.5;13.69999;3;310.98999;304.25;36;;2002-07-17 16:49:35+00:00;CONCRETE;CIRCULAR;11.7;City;57.59734803;Third Fork Creek;PRIVATE
8976;10406-PP1;32X.4349-PP1;1515 NORTH POINTE RD;6.4;3.5;3;357.92001;356.35998;36;;2002-07-12 11:32:05+00:00;CONCRETE;CIRCULAR;3.812;City;40.91718954;Ellerbe Creek;PRIVATE
10803;14615-PP1;38X.3688-PP1;WOODCROFT & CRIMSON CREEK;3.4;3.4;3;290.39999;288.83999;36;;2011-04-19 13:13:59+00:00;CONCRETE;CIRCULAR;1.15;City;135.5154574;Northeast Creek;CITY-ROW
33512;46068-PP2;JP.594-PP2;GTE ON ROXBORO ST;6.19999;;3;365.52999;;36;;2000-08-26 23:39:00+00:00;CONCRETE;CIRCULAR;;City;99.45513662;Eno River;PRIVATE
33720;41517-PP1;911F.1159-PP1;MIAMI & GENERAL ELECTRIC;3;3;3;361.85;361.25;36;;2003-03-17 14:39:03+00:00;METAL-CORRUGATED;CIRCULAR;2.008;City;29.87203542;Stirrup Iron Creek;PRIVATE
33848;41534-PP1;92D.10-PP1;WALKER ST AND ELM ST;;8.8;3;;379.69;36;;2014-04-09 17:03:43+00:00;CONCRETE;CIRCULAR;;City;16.7405884;Ellerbe Creek;CITY-ROW
34909;45954-PP1;JP.472-PP1;E JOHNSON SPORTS COMP;9.19999;4.5;3;327.95999;327.23001;36;;2000-09-01 01:52:00+00:00;CONCRETE;CIRCULAR;0.779;City;93.61397599;Ellerbe Creek;CITY
35003;44017-PP1;DWC.287-PP1;NORTHGATE MALL NEAR HECHT''S;17.5;17.79999;3;346.38;345.89001;36;;2001-08-02 16:45:43+00:00;CONCRETE;CIRCULAR;0.836;City;58.58167376;Ellerbe Creek;PRIVATE
35004;44018-PP1;DWC.289-PP1;NORTHGATE MALL NEAR HECHT''S;14.8;17.1;3;349.80999;346.77999;36;;2001-08-02 16:45:40+00:00;CONCRETE;CIRCULAR;2.507;City;120.7850429;Ellerbe Creek;PRIVATE
35133;44042-PP1;DWC.317-PP1;NORTHGATE MALL PARKING DECK;5.69999;5.69999;3;358.48001;356.69;36;;2001-08-02 16:47:16+00:00;CONCRETE;CIRCULAR;0.949;City;188.5853298;Ellerbe Creek;PRIVATE
35145;45557-PP1;JP.48-PP1;2909 SHAFTSBURY ST;5.09999;6.3;3;367.58999;365.69;36;;2000-09-01 01:42:00+00:00;CONCRETE;CIRCULAR;2.434;City;78.05640012;Ellerbe Creek;CITY-ROW
35158;46167-PP1;JP.696-PP1;2810 ELGIN ST;3.4;9.1;3;322.85998;322.70999;36;;2000-09-01 01:58:00+00:00;CONCRETE;CIRCULAR;0.476;City;31.43603665;Ellerbe Creek;PRIVATE
35377;44120-PP1;DWC.409-PP1;1206 TAYLOR ST.;4.8;4.3;3;336.75;336.85998;36;;2001-08-02 16:54:34+00:00;CONCRETE;CIRCULAR;-0.273;City;40.33226128;Ellerbe Creek;CITY-ROW
35333;46195-PP1;JP.724-PP1;408 GRESHAM AV;5.5;5.4;3;308.29998;308.1;36;;2000-09-01 01:59:00+00:00;CONCRETE;CIRCULAR;0.621;City;32.15603365;Ellerbe Creek;CITY-ROW
35481;45853-PP1;JP.366-PP1;DURHAM HOSP;5.8;5.9;3;372.76;372.5;36;;2012-02-07 15:45:45+00:00;CONCRETE;CIRCULAR;1.286;City;20.21505627;Ellerbe Creek;COUNTY
35542;44036-PP1;DWC.307-PP1;NORTHGATE MALL PARKING DECK;10.3;11.69999;3;355.29;354.04;36;;2001-08-02 16:47:33+00:00;CONCRETE;CIRCULAR;0.762;City;163.8203998;Ellerbe Creek;PRIVATE
35544;44038-PP1;DWC.309-PP1;NORTHGATE MALL PARKING DECK;12.19999;11.69999;3;356.55999;356.16;36;;2001-08-02 16:47:08+00:00;CONCRETE;CIRCULAR;0.782;City;51.10399202;Ellerbe Creek;PRIVATE
32779;46074-PP1;JP.600-PP1;GTE ON ROXBORO ST;5.59999;4.8;3;350.1;348.45999;36;;2000-09-01 01:56:00+00:00;CONCRETE;CIRCULAR;1.173;City;139.8026724;Eno River;PRIVATE
3013;05068-PP1;18B.354-PP1;22 COTTAGE WOODS CT;2.5;2.5;2.5;302.17001;301.89999;30;;2002-10-22 15:56:16+00:00;METAL-CORRUGATED;CIRCULAR;1.348;City;20.03629207;Third Fork Creek;PRIVATE
3046;00380-PP1;111B.44-PP1;TATUM DR;5.8;5.19999;2.5;388.83999;386.08999;30;;2011-09-14 17:37:01+00:00;CONCRETE;CIRCULAR;1.341;City;205.0939358;Stirrup Iron Creek;PRIVATE
3058;00392-PP1;111B.56-PP1;MIAMI BD & CENTRAL PARK DR;3.79999;4.59999;2.5;389.33999;387.69;30;;2009-10-29 09:47:52+00:00;CONCRETE;CIRCULAR;2.455;City;67.19347736;Stirrup Iron Creek;DOT-ROW
3065;13547-PP1;38E.1108-PP1;WATERFORD VALLEY DR;8.3;;2.5;284.58999;;30;;2011-03-18 18:07:08+00:00;CONCRETE;CIRCULAR;;City;162.1973159;Northeast Creek;PRIVATE
3138;04487-PP1;16B.1406-PP1;K-MART;9.3;10.5;2.5;274.91;273.35;30;;2002-09-25 14:09:56+00:00;CONCRETE;CIRCULAR;1.174;City;132.7427663;New Hope Creek;PRIVATE
3254;06009-PP1;18E.370-PP1;PUTNAM + BLANCHARD;10;2.79999;2.5;271.94;269.61999;30;;2002-10-22 16:08:40+00:00;CONCRETE;CIRCULAR;1.947;City;119.133826;Northeast Creek;PRIVATE
3435;04254-PP1;16B.1172-PP1;WINNSONG CINEMAS;9.6;10.5;2.5;321.52999;321.42999;30;;2002-07-30 10:56:24+00:00;CONCRETE;CIRCULAR;0.158;City;62.83413483;New Hope Creek;PRIVATE
8643;04737-PP1;18B.19-PP1;OAKBROOK + PINEBROOK;13;2.79999;2.5;259.73001;254.75999;30;;2014-07-11 11:55:15+00:00;CONCRETE;CIRCULAR;2.84;City;174.9833049;Third Fork Creek;CITY-ROW/PRIVATE
8662;07810-PP1;25C.632-PP1;BOONE & LASSITER;5.69999;5.4;2.5;356.29998;348.52999;30;;2002-06-20 17:47:18+00:00;CONCRETE;CIRCULAR;5.082;City;152.8571546;Third Fork Creek;CITY-ROW
8767;06590-PP1;22D.149-PP1;1108 MORNING GLORY AVE.;7.5;10.1;2.5;353.11999;350.85998;30;;2007-02-09 16:28:21+00:00;CONCRETE;CIRCULAR;6.86;City;32.89806833;Ellerbe Creek;CITY-ROW
8838;09866-PP1;31X.5186-PP1;3012 HILLANDALE AV;2.79999;2.79999;2.5;335.29;334.33999;30;;2012-03-29 14:08:40+00:00;CONCRETE;CIRCULAR;2.971;City;31.97661177;Eno River;DOT-ROW
10175;12285-PP1;36C.180-PP1;HOPE VALLEY BAPT CH;6;5.8;2.5;280.04;279.72;30;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;0.726;City;44.02903247;Third Fork Creek;DOT-ROW
10178;12288-PP1;36C.183-PP1;HOPE VALLEY BAPT CH;6.69999;5.8;2.5;280.52999;280.23999;30;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;0.775;City;37.36484176;Third Fork Creek;DOT-ROW
10206;13213-PP1;37A.422-PP1;NC55 & PARK DR;4.3;2.9;2.5;264.88;263.79998;30;;2012-02-03 12:09:22+00:00;CONCRETE;CIRCULAR;2.098;City;51.48418495;Northeast Creek;PRIVATE
10305;08958-PP1;29X.3301-PP1;MORREENE & 15-501;3.09999;4.4;2.5;372.70999;357.25;30;;2007-11-16 17:29:37+00:00;METAL-CORRUGATED;CIRCULAR;38.844;City;39.79963945;Sandy Creek;DOT-ROW
10390;10258-PP1;32X.4194-PP1;ROXBORO RD & MAIN ST;7;5.5;2.5;394.08;384.14001;30;;2012-05-31 19:49:47+00:00;CONCRETE;CIRCULAR;6.85805343;City;144.9389406;Third Fork Creek;DOT-ROW
10391;12554-PP2;36C.466-PP2;WOODCROFT SHOP CTR NC54;;2.79999;2.5;;250.80999;30;;2007-05-29 09:17:16+00:00;CONCRETE;CIRCULAR;;City;11.15910839;Third Fork Creek;PRIVATE
10413;14702-PP1;38X.3776-PP1;M.L.K. & COOK;8.3;2.79999;2.5;279.57998;278.73999;30;;2003-01-30 17:30:03+00:00;CONCRETE;CIRCULAR;1.023;City;82.1047928;Third Fork Creek;PRIVATE
10459;14939-PP1;39A.12-PP1;GATE HILL RD & WEST HILLS DR;2.79999;2.7;2.5;483.94;482.42999;30;;2009-04-02 20:08:37+00:00;CONCRETE;CIRCULAR;2.343;City;64.41622855;Eno River;CITY-ROW
10540;10372-PP1;32X.4315-PP1;NORTH POINT APTS BROAD ST;6.59999;6.5;2.5;365.89001;365.04998;30;;2002-07-12 11:32:19+00:00;CONCRETE;CIRCULAR;0.844;City;99.56598716;Ellerbe Creek;PRIVATE
10596;11986-PP1;34X.5435-PP1;LATTA RD & GUESS RD;6.19999;6.3;2.5;403.35;395.54998;30;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;2.534;City;307.8121929;Eno River;DOT-ROW
7900;03839-PP1;16B.741-PP1;HOPE VALLEY GOLF COURSE;3.09999;3.09999;2.5;270.73999;264.97;30;;2002-07-30 10:58:35+00:00;CONCRETE;CIRCULAR;2.624;City;219.8536434;Third Fork Creek;PRIVATE
8019;08592-PP1;27X.3055-PP1;NC 54 & ALSTON AV.;;2.9;2.5;;313.76998;30;;2002-12-17 10:40:54+00:00;CONCRETE;CIRCULAR;;City;70.17602511;Northeast Creek;PRIVATE
8113;10281-PP1;32X.4222-PP1;ALSTON AV & HOLLOWAY ST;2.79999;3.9;2.5;333.59002;330.35;30;;2006-12-28 17:13:05+00:00;CONCRETE;CIRCULAR;1.66775055;City;194.2748568;Ellerbe Creek;PRIVATE
9475;11632-PP1;34C.83-PP1;S SIDE RIVERSIDE HIGH SCHOOL;8.8;7.5;2.5;419.39999;416.64999;30;;2012-03-29 14:08:40+00:00;CONCRETE;CIRCULAR;1.358;City;202.3139985;Eno River;COUNTY
9538;19034-PP1;44D.1002-PP1;RIPPLING STREAM CHILD CARE;;7.5;2.5;;297.29;30;;2002-05-09 13:22:21+00:00;CONCRETE;CIRCULAR;;City;10.17336228;Eno River;PRIVATE
9251;09457-PP1;311C.169-PP1;4025 STIRRUP CREEK RD;11.8;4.09999;2.5;357.44;357.20999;30;;2001-11-20 15:17:16+00:00;CONCRETE;CIRCULAR;0.73;City;31.49904284;Stirrup Iron Creek;PRIVATE
9262;09659-PP1;311X.3110-PP1;637 DAVIS DR;9.55;11.5;2.5;315.654;314.54;30;;2012-11-12 14:16:02+00:00;CONCRETE;CIRCULAR;1.67664743;City;66.4421139;Northeast Creek;PRIVATE
9266;11830-PP1;34D.3311-PP1;ROXBORO ST & SEVEN OAKS RD;;3.09999;2.5;;321.04;30;;2012-03-08 17:32:13+00:00;CONCRETE;CIRCULAR;;City;123.345085;Eno River;DOT-ROW/PRIVATE
9354;15696-PP1;39B.2079-PP1;FULTON RD @ 147;;4.19999;2.5;;379.44;30;;2007-11-07 17:15:38+00:00;CONCRETE;CIRCULAR;;City;35.91780895;Sandy Creek;DOT-ROW
9934;11605-PP1;34C.56-PP1;RIVERSIDE HS;6.19999;5.59999;2.5;418.30999;412.05999;30;;2012-03-29 14:08:40+00:00;CONCRETE;CIRCULAR;2.837;City;220.2594516;Eno River;COUNTY
9992;13598-PP1;38E.1159-PP1;6515 DRAEBURY LN;9.69999;5;2.5;313.01998;297.58999;30;;2002-11-27 08:50:11+00:00;CONCRETE;CIRCULAR;8.411;City;183.4262154;Crooked Creek;PRIVATE
8887;16228-PP1;410A.409-PP1;102 BARRINGTON OVERLOOK DR;6.09999;6.3;2.5;295.14999;281.86999;30;;2003-03-03 10:37:42+00:00;HDPE-CORRUGATED;CIRCULAR;2.902;City;457.6554916;Little Lick Creek;PRIVATE
