objectid;facilityid;legacyid;location;depthus;depthds;height;invertus;invertds;diameter;width;modifydate;material;form;pslope;adminarea;shape_len;operationalarea;owner
7940;15705-PP1;39B.2088-PP1;147 @ FULTON RD EXIT;;6.09999;1.5;;386.76;18;;2011-07-26 19:06:56+00:00;CONCRETE;CIRCULAR;;City;61.1351421;Sandy Creek;DOT-ROW
8012;08482-PP1;26D.442-PP1;6330 QUADRANGLE RD;5.9;4.09999;1.5;250.75999;250.69;18;;2002-07-30 10:51:43+00:00;CONCRETE;CIRCULAR;0.06;City;115.4623077;New Hope Creek;PRIVATE
8049;10058-PP1;32A.3354-PP1;PAR ST;2.2;1.7;1.5;;;18;;2011-05-06 18:28:18+00:00;CONCRETE;CIRCULAR;;City;48.80591767;Ellerbe Creek;PRIVATE
8066;17116-PP1;411F.296-PP1;PAGE RD & DISCOVERY WY;1.79999;4.4;1.5;400.95999;398.95001;18;;2009-10-29 09:47:52+00:00;CONCRETE;CIRCULAR;3.7;City;54.3173858;Stirrup Iron Creek;DOT-ROW/PRIVATE
8067;17117-PP1;411F.297-PP1;PAGE RD & DISCOVERY WY;4.59999;4.59999;1.5;398.75;398.51998;18;;2001-11-20 14:37:10+00:00;CONCRETE;CIRCULAR;0.756;City;30.40263147;Stirrup Iron Creek;PRIVATE
8071;10854-PP1;33B.391-PP1;817 CHANCE RD;7.59999;8.1;1.5;326.42001;325.98001;18;;2001-09-20 18:52:45+00:00;CONCRETE;CIRCULAR;1.375;City;31.96711122;Little Lick Creek;CITY-ROW
8123;13153-PP1;37A.362-PP1;104 RESIDENCE INN BD;5.09999;1.79999;1.5;257.02999;255.86999;18;;2002-10-25 14:05:36+00:00;CONCRETE;CIRCULAR;1.248;City;92.91180173;Northeast Creek;PRIVATE
8128;16150-PP1;410A.331-PP1;3900 NORTH LAKE DR;6.3;7.59999;1.5;307.69;306.42999;18;;2001-11-20 13:25:15+00:00;CONCRETE;CIRCULAR;4.842;City;26.02009416;Little Lick Creek;CITY-ROW
8133;16157-PP1;410A.338-PP1;400 NORTH WATERSEDGE DR;3.4;3.9;1.5;297.14999;296.61999;18;;2002-08-13 16:18:40+00:00;CONCRETE;CIRCULAR;1.675;City;31.65446256;Little Lick Creek;CITY-ROW
8137;08299-PP1;26D.263-PP1;6718 FALCONBRIDGE RD;3.7;5.5;1.5;250.8;249.08999;18;;2002-07-30 10:52:49+00:00;CONCRETE;CIRCULAR;5.33;City;32.07707125;Little Creek;CITY-ROW
8144;01455-PP1;13D.508-PP1;CHEEK+GEER ST;4.3;1.79999;1.5;355.94;350.02999;18;;2007-12-21 12:47:31+00:00;CONCRETE;CIRCULAR;5.305;City;111.4095615;Ellerbe Creek;DOT-ROW
9419;10516-PP1;33B.44-PP1;128 WOODCREST ST;3.2;4;1.5;384.79;382.89999;18;;2001-09-20 18:52:11+00:00;CONCRETE;CIRCULAR;1.128;City;167.3898471;Little Lick Creek;CITY-ROW
9425;20175-PP1;45D.800-PP1;1800 BLOCK CAMPUS DR;3.5;4.69999;1.5;358.42999;357.01;18;;2002-06-20 17:42:40+00:00;CONCRETE;CIRCULAR;5.39;City;26.33733851;Sandy Creek;PRIVATE
9443;12845-PP1;37A.45-PP1;NC55 & SEDWICK RD;1.79999;1.79999;1.5;259.95999;259.14999;18;;2002-10-25 14:07:07+00:00;CONCRETE;CIRCULAR;3.386;City;23.93152941;Northeast Creek;PRIVATE
9453;12313-PP1;36C.210-PP1;GARRETT RD & HOPE VALLEY RD;1.79999;;1.5;261.92001;;18;;2011-05-06 18:28:18+00:00;CONCRETE;CIRCULAR;;City;82.51671891;Third Fork Creek;PRIVATE
9506;14746-PP1;38X.3820-PP1;BARBEE & CORONADO;4.3;3.7;1.5;372.66;370.11999;18;;2003-01-31 09:33:40+00:00;CONCRETE;CIRCULAR;1.633;City;155.5373634;Crooked Creek;CITY-ROW
9508;14749-PP1;38X.3823-PP1;BARBEE & CORONADO;3.09999;3.4;1.5;370.86999;370.42001;18;;2003-01-31 09:33:41+00:00;CONCRETE;CIRCULAR;1.013;City;44.38805357;Crooked Creek;CITY-ROW
9529;10904-PP1;33B.444-PP1;528 STONELICK RD;5.5;4.5;1.5;329.17001;324.63;18;;2002-06-06 17:12:35+00:00;CONCRETE;CIRCULAR;2.562;City;177.1849489;Little Lick Creek;CITY-ROW
9586;11939-PP1;34X.5388-PP1;4321 MEDICAL PARK DR;6.5;8.19999;1.5;351.91;347.82998;18;;2002-04-09 11:54:20+00:00;CONCRETE;CIRCULAR;4.213;City;96.81401396;Eno River;PRIVATE
9604;08768-PP1;29X.3093-PP1;CAMBRIDGE & PICKETT;5.59999;8.1;1.5;273.79;272.42001;18;;2002-12-20 11:47:01+00:00;HDPE-CORRUGATED;CIRCULAR;0.565;City;242.1876275;New Hope Creek;PRIVATE
9663;12364-PP1;36C.265-PP1;WOODSEDGE APTS HOPE VALLEY RD;1.79999;3.5;1.5;259.85998;253.25999;18;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;4.816;City;137.0474651;Third Fork Creek;DOT-ROW
9711;09669-PP1;311X.3120-PP1;PARK KNOLL DR;3.9;4.5;1.5;355.358;355.04;18;;2010-06-30 18:31:45+00:00;CONCRETE;CIRCULAR;0.22535721;City;141.1093069;Northeast Creek;PRIVATE
9763;11584-PP1;34C.35-PP1;PARK OVERLOOK DR + WILDERNESS RD;3.59999;3.9;1.5;405.72;405.42999;18;;2010-05-18 16:42:23+00:00;CONCRETE;CIRCULAR;1.04;City;27.85242539;Eno River;CITY-ROW
9104;17113-PP1;411F.293-PP1;ANGIER AV & PAGE RD;1.79999;;1.5;393.67001;;18;;2009-10-29 09:47:52+00:00;CONCRETE;CIRCULAR;;City;13.86659295;Lick Creek;DOT-ROW
9119;9580-PP1;311X.3031-PP1;311X.3031;5;1.79999;1.5;366.3;361.71201;18;;2010-04-22 15:59:02+00:00;CONCRETE;CIRCULAR;3.19563156;City;143.5706812;Stirrup Iron Creek;DOT-ROW
9196;10979-PP2;33B.519-PP2;HERTFORD PL;3.9;4;1.5;313.57;313.11999;18;;2001-09-20 18:47:51+00:00;CONCRETE;CIRCULAR;1.731;City;25.98069476;Little Lick Creek;CITY-ROW
9205;11094-PP1;33B.636-PP1;SOUTHERN HS FRONT;5.69999;4.8;1.5;364.45999;359.57;18;;2001-09-20 18:40:49+00:00;CONCRETE;CIRCULAR;4.346;City;112.5154945;Little Lick Creek;PRIVATE
9267;11831-PP1;34D.3312-PP1;ROXBORO ST & SEVEN OAKS RD;;1.6;1.5;;322.61999;18;;2010-02-22 09:16:36+00:00;METAL-CORRUGATED;CIRCULAR;;City;34.8389265;Eno River;DOT-ROW
9367;11188-PP1;33C.1035-PP1;HOOVER RD & SOUTHERLAND AV;1.79999;1.7;1.5;375.75;373.92999;18;;2012-09-12 11:59:49+00:00;CONCRETE;CIRCULAR;4.267;City;42.6452553;Ellerbe Creek;CITY-ROW
9382;11864-PP1;34X.5310-PP1;GUESS RD @ LEBANON CIRCLE;9.69999;1.5;1.5;366.32;362.70999;18;;2010-01-25 08:09:03+00:00;METAL-CORRUGATED;CIRCULAR;8.305;City;43.46051196;Eno River;DOT-ROW/STATE
9398;12009-PP1;34X.5458-PP1;RED COACH R & BIVINS RD;1.79999;2.2;1.5;516.10998;514.65997;18;;2002-04-09 11:54:39+00:00;CONCRETE;CIRCULAR;6.018;City;24.09642712;Eno River;PRIVATE
9805;09030-PP1;29X.3377-PP1;FLOWERS DR;;7.19999;1.5;;381.19;18;;2003-01-17 12:52:21+00:00;CONCRETE;CIRCULAR;;City;23.67622014;Sandy Creek;PRIVATE
9817;14847-PP1;38X.3923-PP1;SENIOR & SOPHMORE;8.6;9.1;1.5;266.20999;264.44;18;;2003-01-31 09:34:08+00:00;CONCRETE;CIRCULAR;3.209;City;55.1472157;New Hope Creek;CITY-ROW
9820;15512-PP1;39A.596-PP1;HWY 147 NEAR MORRENE RD OVERPASS;5.9;6.69999;1.5;392.88;392.60998;18;;2007-11-16 17:29:37+00:00;CONCRETE;CIRCULAR;0.362;City;74.54708579;Mud Creek;DOT-ROW
9846;11767-PP1;34C.243-PP1;NCDOT GUESS RD;4.09999;;1.5;361;;18;;2012-03-16 16:05:12+00:00;CONCRETE;CIRCULAR;;City;123.3556099;Eno River;STATE
9863;15617-PP1;39A.706-PP1;5112 NEAL RD;;2.5;1.5;;486.79998;18;;2012-03-05 12:35:41+00:00;CONCRETE;CIRCULAR;;City;29.5161549;Ellerbe Creek;DOT-ROW
9873;14136-PP1;38X.3199-PP1;SOUTHPOINT MALL;4.4;4.3;1.5;307.60998;301.44;18;;2002-10-11 12:44:18+00:00;METAL-CORRUGATED;CIRCULAR;4.924;City;125.3080959;New Hope Creek;PRIVATE
9914;12718-PP1;36D.3162-PP1;ALTA SPRINGS APTS BARBEE CHAPEL RD;4.69999;1.89999;1.5;265.04;263.79998;18;;2002-07-30 10:48:16+00:00;CONCRETE;CIRCULAR;1.909;City;64.97148682;Little Creek;PRIVATE
9940;10694-PP1;33B.225-PP1;HOLLOWAY ST & BEASLEY AV;4.3;4.8;1.5;353.07998;351.75;18;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;3.333;City;39.9052603;Little Lick Creek;DOT-ROW
9997;13609-PP1;38E.1170-PP1;1002 HWY 54;1.79999;1.7;1.5;340.16;339.57998;18;;2002-12-18 17:43:08+00:00;CONCRETE;CIRCULAR;0.414;City;139.7141929;Crooked Creek;PRIVATE
8872;02735-PP1;15B.278-PP1;2714 SHOREHAM ST;12.3;9.5;1.5;313.92999;308.45001;18;;2002-06-20 17:50:37+00:00;CONCRETE;CIRCULAR;3.327;City;164.7102914;Third Fork Creek;CITY-ROW
8936;08687-PP1;27X.3159-PP1;MEDINA ST. + ELVIRA AVE.;;1.79999;1.5;;364.45999;18;;2011-05-12 18:57:40+00:00;CONCRETE;CIRCULAR;;City;120.465571;Third Fork Creek;PRIVATE
8942;09441-PP1;311C.153-PP1;4021 STIRRUP CREEK RD;11.69999;11.39999;1.5;355.51;353.6;18;;2001-11-20 15:17:42+00:00;CONCRETE;CIRCULAR;1.267;City;150.6943015;Stirrup Iron Creek;PRIVATE
8995;08984-PP1;29X.3329-PP1;BRIDGEFIELD PL;2.9;3.2;1.5;395.17999;394.64999;18;;2007-11-16 17:29:37+00:00;CONCRETE;CIRCULAR;1.937;City;27.34785184;Mud Creek;CITY-ROW
9013;02773-PP1;15B.317-PP1;SOUTHERN BOUNDARIES PARK;1.7;1.7;1.5;302.85998;302.5;18;;2002-06-20 17:50:28+00:00;CONCRETE;CIRCULAR;1.107;City;32.51771978;Third Fork Creek;CITY-ROW
9035;12669-PP1;36D.3113-PP1;CARRIAGE WY CUL-DE-SAC;5.4;5.5;1.5;246.94999;246.8;18;;2002-07-30 10:48:33+00:00;CONCRETE;CIRCULAR;2.222;City;6.754257916;Little Creek;CITY-ROW
9069;08785-PP1;29X.3114-PP1;CAMBRIDGE & PICKETT;3.9;3.2;1.5;282.17001;273.47;18;;2002-12-20 12:59:41+00:00;CONCRETE;CIRCULAR;3.909;City;222.4998951;New Hope Creek;PRIVATE
9080;06579-PP1;22D.138-PP1;931 EAST MAIN ST., GOODWILL PARKING LOT;3.09999;2.29999;1.5;365.73999;364.61999;18;;2014-05-14 10:50:43+00:00;CONCRETE;CIRCULAR;4.207;City;26.05978703;Ellerbe Creek;PRIVATE
10736;20717-PP1;45D.1381-PP1;SHOPPING CNTR. @ CHAPEL HILL ST;5.09999;3.9;1.5;371.02999;366.61999;18;;2002-06-20 17:40:10+00:00;CONCRETE;CIRCULAR;2.417;City;182.4494081;Sandy Creek;PRIVATE
10779;16567-PP1;411B.576-PP1;HOBSON RD & SLATER RD;4.09999;4.5;1.5;388.77999;388.04998;18;;2002-08-14 14:44:47+00:00;CONCRETE;CIRCULAR;1.295;City;56.33705885;Stirrup Iron Creek;CITY-ROW
10813;09050-PP2;29X.3398-PP2;BEHIND DUKE CHAPEL;;1.7;1.5;;370.13;18;;2003-02-19 13:08:37+00:00;CONCRETE;CIRCULAR;;City;109.7721896;Sandy Creek;PRIVATE
7695;00482-PP1;111B.148-PP1;CREEKSTONE DR;6.3;7;1.5;389.39999;388.64999;18;;2003-03-17 13:08:18+00:00;CONCRETE;CIRCULAR;0.879;City;85.28974733;Stirrup Iron Creek;PRIVATE
7731;05442-PP1;18B.760-PP1;SPRING MEADOW + INGRAM;5.59999;4.8;1.5;318.88;307.32998;18;;2002-10-22 15:58:29+00:00;CONCRETE;CIRCULAR;7.23;City;159.751282;Third Fork Creek;CITY-ROW
7789;09558-PP1;311X.3009-PP1;SUDA & SHIVA;8.39999;7.19999;1.5;405.76998;403.08999;18;;2003-03-06 17:55:16+00:00;CONCRETE;CIRCULAR;2.94;City;91.16911429;Stirrup Iron Creek;CITY-ROW
33407;45418-PP1;JDP.636-PP1;MAIN ST & DUKE ST;5.19999;5.19999;1.5;;;18;;2014-05-12 18:14:44+00:00;CONCRETE;CIRCULAR;;City;40.12734355;Ellerbe Creek;DOT-ROW
33408;45419-PP1;JDP.637-PP1;MAIN ST &  DUKE ST;3.4;3.7;1.5;;;18;;2014-05-12 18:32:37+00:00;CONCRETE;CIRCULAR;;City;16.94060211;Ellerbe Creek;DOT-ROW
33409;45420-PP1;JDP.639-PP1;MAIN ST &  DUKE ST;4.59999;4.59999;1.5;;377.20999;18;;2007-11-19 16:42:04+00:00;CONCRETE;CIRCULAR;;City;3.702175036;Ellerbe Creek;DOT-ROW
33435;42198-PS2;95D.2720-PS2;;;2.29999;1.5;;;18;;2002-07-11 11:42:01+00:00;CONCRETE;CIRCULAR;;City;27.50329617;Sandy Creek;PRIVATE
33484;43385-PP1;DC.763-PP1;2900 GUESS RD.;7.9;6.69999;1.5;405.98999;405.45001;18;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;0.827;City;65.30322274;Ellerbe Creek;DOT-ROW
33488;41728-PP1;94A.2108-PP1;1709 MYSTIC DRIVE;5.09999;4.19999;1.5;467.76998;463.16;18;;2002-03-18 14:21:09+00:00;CONCRETE;CIRCULAR;3.103;City;148.5127028;Eno River;CITY-ROW
33601;42297-PP1;CB.42-PP1;821 DAVINCI ST;4.3;2.2;1.5;343.95999;342.08999;18;;2000-09-01 01:06:00+00:00;CONCRETE;CIRCULAR;1.219;City;153.3575228;Ellerbe Creek;PRIVATE
33607;10458-PS1;32X.4401-PS1;;1.79999;;1.5;;;18;;2002-07-12 11:31:51+00:00;CONCRETE;CIRCULAR;;City;27.49809084;Ellerbe Creek;PRIVATE
33704;46215-PP1;JP.744-PP1;LAVENDER AV & ELGIN ST;3.79999;4.19999;1.5;304.73999;304.11999;18;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;1.07;City;57.97161806;Ellerbe Creek;CITY-ROW
33751;41272-PP1;832A.8-PP1;1509 GLENDALE AVE;5.09999;;1.5;363.20999;356;18;;2012-09-05 16:31:16+00:00;CONCRETE;CIRCULAR;5.682;City;126.8925313;Ellerbe Creek;CITY-ROW/PRIVATE
33753;41273-PP1;832A.9-PP1;1509 GLENDALE AVE.;2.79999;4.3;1.5;365.89999;364.01;18;;2001-08-28 18:05:06+00:00;CONCRETE;CIRCULAR;6.265;City;30.17245267;Ellerbe Creek;CITY-ROW
33807;46142-PP1;JP.671-PP1;101 W MURRAY AV;2.79999;3.2;1.5;348.58999;346.98001;18;;2000-09-01 01:58:00+00:00;CONCRETE;CIRCULAR;1.957;City;82.20646264;Ellerbe Creek;CITY-ROW
33813;44058-PP1;DWC.333-PP1;NORTHGATE MALL PARKING LOT;4.5;5.4;1.5;358.83999;358.47;18;;2002-08-01 16:22:33+00:00;CONCRETE;CIRCULAR;0.578;City;63.90701448;Ellerbe Creek;PRIVATE
33822;42500-PP1;CB.247-PP1;E DELAFIELD AND BANNER;3;3.4;1.5;372.36999;371.27999;18;;2000-09-01 01:11:00+00:00;CONCRETE;CIRCULAR;2.531;City;43.06738557;Ellerbe Creek;CITY-ROW
33844;42059-PP1;94X.5193-PP1;ENO RIVER PARK OFF ROXBORO ROAD;1.7;1.7;1.5;290.91;289.85998;18;;2002-03-18 14:03:58+00:00;CONCRETE;CIRCULAR;8.974;City;11.69319888;Eno River;CITY
33918;45396-PP1;JDP.613-PP1;HUDSON AV & WOODVIEW DR;3.9;4.8;1.5;347.97;338.33999;18;;2001-08-02 13:19:58+00:00;CONCRETE;CIRCULAR;6.075;City;158.507108;Ellerbe Creek;CITY-ROW
33926;46049-PP1;JP.574-PP1;112 BRITTANIA DR;2.4;2.7;1.5;366.11999;360.92999;18;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;5.77;City;89.95014175;Ellerbe Creek;CITY-ROW
34592;45779-PP1;JP.288-PP1;3901 ROXBORO ST;3.7;;1.5;388.19;;18;;2010-03-05 12:12:16+00:00;CONCRETE;CIRCULAR;;City;44.51674404;Eno River;DOT-ROW
34609;45027-PP1;JDP.96-PP1;WASHINGTON ST & BROOKLINE ST;4.3;1.5;1.5;315.04;305.42999;18;;2002-11-12 13:34:30+00:00;METAL-CORRUGATED;CIRCULAR;28.339;City;33.90304559;Ellerbe Creek;CITY-ROW
34732;20724-PS2;45D.1388-PS2;;;2.09999;1.5;;;18;;2002-10-10 18:50:57+00:00;CONCRETE;CIRCULAR;;City;27.50593572;Sandy Creek;PRIVATE
34738;45907-PP1;JP.424-PP1;DUR HOSP EMERG ENT;6;8.6;1.5;384.85998;378.75;18;;2012-02-07 15:45:45+00:00;CONCRETE;CIRCULAR;3.661;City;166.8666069;Ellerbe Creek;COUNTY
34751;42817-PP1;DC.123-PP1;3415 STONEYBROOK DR.;4.09999;1.79999;1.5;390.38;383.01998;18;;2012-04-02 16:14:23+00:00;CONCRETE;CIRCULAR;11.016;City;66.80250968;Ellerbe Creek;PRIVATE/CITY-ROW
34779;31812-PS1;75E.643-PS1;;3.59999;;1.5;;;12;;2010-01-19 08:17:28+00:00;CONCRETE;CIRCULAR;;City;27.50756441;Third Fork Creek;DOT-ROW
34781;46956-PP1;KC.614-PP1;pepper tree st;5;5.59999;1.5;374.29998;371.42001;18;;2000-09-01 02:18:00+00:00;CONCRETE;CIRCULAR;2.91;City;98.92578683;Eno River;PRIVATE
34835;45248-PP1;JDP.462-PP1;315 EDWARD ST;10.19999;11.19999;1.5;355.63;354.20999;18;;2001-08-02 13:04:44+00:00;CONCRETE;CIRCULAR;4.647;City;30.56668121;Ellerbe Creek;CITY-ROW
34844;46025-PS1;JP.549-PS1;;4.09999;;1.5;384.5;;18;;2010-03-05 12:12:16+00:00;CONCRETE;CIRCULAR;;City;27.49996727;Eno River;DOT-ROW
34883;25874-PS2;54D.163-PS2;;;4;1.5;;366;18;;2012-01-30 15:08:12+00:00;CONCRETE;CIRCULAR;;City;27.49884543;Eno River;DOT-ROW
34890;42920-PP1;DC.241-PP1;COURTYARD MOTEL FRONT ST.;3.7;2;1.5;405.26;404.58999;18;;2000-09-01 01:20:00+00:00;CONCRETE;CIRCULAR;2.663;City;25.14739151;Ellerbe Creek;PRIVATE
34912;45556-PP1;JP.47-PP1;2909 SHAFTSBURY ST;4;5.9;1.5;369.64999;366.16;18;;2000-09-01 01:42:00+00:00;CONCRETE;CIRCULAR;2.928;City;119.1581076;Ellerbe Creek;CITY-ROW
34915;41871-PP1;94A.2254-PP1;804 COUNTRY CLUB DRIVE;0;0;1.5;469.45999;458.57998;18;;2002-04-03 13:16:05+00:00;CONCRETE;CIRCULAR;8.444;City;128.8311492;Eno River;PRIVATE
34959;32223-PS1;75E.1095-PS1;;;1.7;1.5;;;18;;2002-06-20 17:34:59+00:00;CONCRETE;CIRCULAR;;City;27.49627247;Third Fork Creek;DOT-ROW
34969;45215-PP1;JDP.427-PP1;1716 CAMDEN AV;7.4;6;1.5;355.39999;351.82;18;;2001-08-02 16:53:05+00:00;CONCRETE;CIRCULAR;1.412;City;253.4994227;Ellerbe Creek;PRIVATE
35053;41959-PP1;94D.4025-PS1;AUTOZONE @ ROXBORO ST;6;;1.5;361.79998;;18;;2012-03-27 18:41:56+00:00;UNKNOWN;UNKNOWN;;City;48.7985092;Eno River;PRIVATE
35056;12030-PS2;34X.5479-PS2;;7.5;;1.5;431.20001;;18;;2002-06-11 17:11:41+00:00;CONCRETE;CIRCULAR;;City;27.49842541;Eno River;CITY-ROW
35072;23182-PS2;48C.731-PS2;;;4.3;1.5;;314.29998;18;;2011-09-21 16:47:12+00:00;CONCRETE;CIRCULAR;;City;31.09986013;Crooked Creek;CITY-ROW
35094;46231-PP1;JP.763-PP1;2414 ACADIA ST;5;5.09999;1.5;298.25;298.1;18;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;0.494;City;30.29123471;Ellerbe Creek;CITY-ROW
35116;43436-PP1;DC.831-PP1;NORTH POINTE DR. BEHIND HOME DEPOT;5.09999;6.69999;1.5;349.98001;347.04998;18;;2000-09-01 01:34:00+00:00;CONCRETE;CIRCULAR;2.927;City;100.0652992;Ellerbe Creek;PRIVATE
35150;46756-PP1;KC.338-PP1;CROASDAILE DR;5.09999;4.09999;1.5;387.61999;387.88;18;;2000-09-01 02:13:00+00:00;CONCRETE;CIRCULAR;-0.322;City;80.46595553;Ellerbe Creek;PRIVATE
35180;46825-PP1;KC.482-PP1;WOODSTONE APTS AT CRIASDAILE FARMS;4.69999;4.59999;1.5;423.89001;423.44;18;;2000-09-26 18:48:00+00:00;CONCRETE;CIRCULAR;1.655;City;27.16799588;Eno River;PRIVATE
35183;46828-PP1;KC.485-PP1;woodstone apts at croasdaile farms;4.8;5.4;1.5;426.39001;423.26;18;;2000-09-26 18:48:00+00:00;CONCRETE;CIRCULAR;4.278;City;73.17179306;Eno River;CITY-ROW
35230;45410-PP1;JDP.627-PP1;HILLCREST DR & GEUSS RD;3.7;6;1.5;372.52999;365.55999;18;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;1.868;City;373.2200259;Ellerbe Creek;CITY-ROW
35249;43694-PP1;DC.1123-PP1;GUESS RD. AND KIRK RD.;1.79999;;1.5;397.35;;18;;2000-08-24 15:41:00+00:00;CONCRETE;CIRCULAR;;City;36.56081235;Eno River;CITY-ROW
35312;45570-PP1;JP.61-PP1;3214 DENISE ST;3.2;3.7;1.5;399.20999;398.63;18;;2000-09-01 01:42:00+00:00;CONCRETE;CIRCULAR;0.946;City;61.3299682;Eno River;CITY-ROW
35408;42791-PP1;DC.96-PP1;TWINLEAF PL.;6;1.79999;1.5;400.41;385.88;18;;2012-04-02 16:14:23+00:00;CONCRETE;CIRCULAR;4.782;City;303.8713394;Eno River;PRIVATE/CITY-ROW
35447;47039-PP1;KC.702-PP1;WILLOWDAILE SHOPPING CENTER;6.4;6.4;1.5;348.48001;343.83999;18;;2000-09-01 02:21:00+00:00;CONCRETE;CIRCULAR;5.378;City;86.27050075;Eno River;PRIVATE
35510;47637-PP1;KLC.590-PP1;BAY CREEK APTS;;6.8;1.5;;349.26;18;;2002-08-14 10:09:28+00:00;CONCRETE;CIRCULAR;;City;112.8218711;Ellerbe Creek;PRIVATE
35523;46172-PP1;JP.701-PP1;120 EDGEWOOD DR;3.79999;3;1.5;365.92999;366.51998;18;;2000-09-01 01:58:00+00:00;CONCRETE;CIRCULAR;-1.713;City;34.41825243;Ellerbe Creek;CITY-ROW
35587;46035-PP1;JP.559-PP1;3213 ROXBORO ST;5.09999;1.79999;1.5;379.79;372.5;18;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;4.25;City;171.478147;Ellerbe Creek;DOT-ROW/PRIVATE
35620;46678-PP1;KC.255-PP1;FAISON;6.8;5.3;1.5;469.73999;461.22;18;;2000-09-01 02:11:00+00:00;CONCRETE;CIRCULAR;4.462;City;190.891092;Ellerbe Creek;CITY-ROW
35644;48215-PP1;X.8-PP1;4019 ROXBORO ST;;2.59999;1.5;;388.23999;18;;2012-03-09 14:10:09+00:00;CONCRETE;CIRCULAR;;City;297.2305942;Eno River;DOT-ROW
35671;30925-PS1;71X.5239-PS1;;;1.6;1.5;;392.20001;18;;2002-04-04 16:38:17+00:00;HDPE-CORRUGATED;CIRCULAR;;City;27.49618337;Eno River;PRIVATE
35674;17309-PS3;411F.495-PS3;;;8.89999;1.5;;349.5;18;;2007-10-25 18:21:22+00:00;CONCRETE;CIRCULAR;;City;27.50422877;Stirrup Iron Creek;DOT-ROW
35740;39345-PS6;79D.35-PS6;;;5.59999;1.5;;273.79998;18;;2003-04-03 18:35:27+00:00;CONCRETE;CIRCULAR;;City;27.49872724;Sandy Creek;CITY-ROW
35757;39027-PS1;79D.296-PS1;;1.79999;;1.5;;;18;;2012-08-01 19:19:39+00:00;CONCRETE;CIRCULAR;;City;155.7978434;New Hope Creek;DOT-ROW
32819;42284-PP1;CB.29-PP1;804 BERWYN ST;4;4.19999;1.5;352.22;351.44;18;;2000-09-01 01:06:00+00:00;CONCRETE;CIRCULAR;2.425;City;32.14608063;Ellerbe Creek;CITY-ROW
32873;40079-PP1;821H.64-PP1;E/O S DUKE ST AT HENDERSON APTS SE CORNER;6.69999;3.7;1.5;358.36999;353.83999;18;;2013-02-28 16:16:44+00:00;CONCRETE;CIRCULAR;3.774;City;119.9788836;Third Fork Creek;PRIVATE
2912;06181-PP1;19A.1019-PP1;4010 ELLISFIELD DR;3.7;4.69999;1.29999;451.77999;450.86999;15;;2002-08-13 14:13:37+00:00;CONCRETE;CIRCULAR;1.678;City;54.23500899;Mud Creek;CITY-ROW
2962;00532-PP1;111B.198-PP1;CREEKSTONE DR & HOLIDAY DR;11.8;10.19999;1.29999;347.57;345.86999;18;;2009-10-20 11:22:05+00:00;CONCRETE;CIRCULAR;2.036;City;83.47240322;Stirrup Iron Creek;CITY-ROW
2983;06957-PP1;22D.532-PP1;ROXBORO ST. AND PETTIGREW ST.;2.4;4.69999;1.29999;371.82998;;15;;2007-12-21 12:47:31+00:00;CLAY;CIRCULAR;;City;33.71732492;Third Fork Creek;DOT-ROW
2992;07824-PP1;25C.646-PP1;3114 LASSITER ST;3.2;3.4;1.29999;375.92999;375.80999;15;;2002-06-20 17:47:12+00:00;CONCRETE;CIRCULAR;0.449;City;26.7535792;Third Fork Creek;CITY-ROW
2994;08146-PP1;26D.112-PP1;SUMMIT HILL APARTMENTS;7;6.69999;1.29999;271.92001;272.01998;15;;2002-07-30 10:53:38+00:00;CONCRETE;CIRCULAR;-0.412;City;24.22080511;New Hope Creek;PRIVATE
3026;08028-PP1;25C.908-PP1;3014 BUCKINGHAM RD;1.89999;3.7;1.29999;278.33999;278.1;15;;2002-06-25 16:28:20+00:00;CONCRETE;CIRCULAR;2.981;City;8.062257748;Third Fork Creek;CITY-ROW
3039;05209-PP1;18B.520-PP1;INNESBROOK APARTMENTS;3.4;1.6;1.29999;304.66;300.6;15;;2002-10-22 16:14:48+00:00;CONCRETE;CIRCULAR;2.813;City;144.3469293;Crooked Creek;PRIVATE
3060;16161-PP1;410A.342-PP1;326 NORTH WATERS EDGE;3.2;3.7;1.29999;297.51;297.07998;15;;2001-11-20 13:24:13+00:00;CONCRETE;CIRCULAR;1.641;City;26.20983403;Little Lick Creek;CITY-ROW
3136;04447-PP1;16B.1366-PP1;213 HOPE VALLEY RD;1.7;1.39999;1.29999;278.70999;278.01998;15;;2009-11-10 13:46:49+00:00;HDPE-CORRUGATED;CIRCULAR;2.384;City;28.93482331;Third Fork Creek;DOT-ROW
3147;04495-PP1;16B.1414-PP1;HOMESTEAD VILLAGE;5.59999;5.8;1.29999;276.82998;275.83999;15;;2002-09-25 14:09:55+00:00;CONCRETE;CIRCULAR;1.546;City;63.98133869;New Hope Creek;PRIVATE
